,논문제목,연도,링크
619,Session 1 : What`s new in Skin Research ; The Building a Data Bank of Skin Characteristics by Country,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1c277b3b86ed9422b36097776a77e665&keyword=
620,지역 간 흡연율 격차 영향요인 분석 및 금연사업 상대적 효율성 평가: Clustering Analysis와 Data Envelopment Analysis를 활용하여,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=61d871318c1551587f7a54760bb41745&keyword=
621,S-735 Socioeconomic status is associated with frailty in Korean old adults: Data from KHANES,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=5a176f997a9ae961d18150b21a227875&keyword=
622,Corrosion Cost and Corrosion Map of Korea -Based on the Data From 2005 to 2010,2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=cebd38b9b2d38647ffe0bdc3ef48d419&keyword=
623,Comorbidity in chronic obstructive pulmonary disease (COPD): Data from the fourth Korean National Health and Nutrition Examination Survey (KNHANES IV),2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d1930d444768372effe0bdc3ef48d419&keyword=
624,Technology development and market trend analysis of radiopharmaceuticals using patent statistics data,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a9b23db10ffd68b57ecd42904f0c5d65&keyword=
625,Increased prevalence of cerebral infarction in patients with atopic dermatitis and low economic status: DATA from KNHANES IV,2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b72d09f485ab3a2dffe0bdc3ef48d419&keyword=
626,S-435 Depression and suicidal ideation in metabolic syndrome: Data from the 2008-2010 KNHANES,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=45fc860e7f2219fb4884a65323211ff0&keyword=
627,Mirena in the Management of Menorrhagia in Clinical Practice : Recent Data from the MiCo Study,2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=48f0730ecae39f7fffe0bdc3ef48d419&keyword=
628,의약품의 QT/QTc 간격연장 및 전부정맥 위험성 평가 : 한국인 심전도 Big Data분석으로 본 ICH E14 가이드라인 적용의 고려할 점,2015,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=278288595ebdea7fb7998d826d417196&keyword=
629,Quantitative Ultrasound of the Calcaneus in a Korean Population:Reference Data and Relationship to Bone Mineral Density Determined by Peripheral Dual X-ray Absorptiometry,2005,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=8cd000e0d7af94126aae8a972f9116fb&keyword=
630,Association between rosacea and systemic comorbidities: a matched case-control study using health check-up program data,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f200fbcbf083e57b4884a65323211ff0&keyword=
631,ORIGINALARTICLE : Follicular and Hurthle cell carcinoma of the thyroid in iodine-sufficient area: retrospective analysis of Korean multicenter data,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=8253cb96baa035c96aae8a972f9116fb&keyword=
632,Thematic Poster : TP-6 ; The Relationship Between Chronic Obstructive Pulmonary Disease and Comorbidities: A Cross-Sectional Study Using Data from KNHANES 2010-2012,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=654fc814355f61e3b7998d826d417196&keyword=
633,Prevalence of Loneliness and Its Association with Marital Status in Korean Adults:  Analysis of the Korean Welfare Panel Study Data in 2021,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d16a08bf3a1b1de7c85d2949c297615a&keyword=
634,Original Article : Clinical outcomes of transjugular intrahepatic portosys-temic shunt for portal hypertension: Korean multicenter real-practice data,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=50be101db86975cfffe0bdc3ef48d419&keyword=
635,"Calculation of a First-In-Man Dose of 7-O-Succinyl Macrolactin A Based on Allometric Scaling of Data from Mice, Rats, and Dogs",2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b4313d357f2b978ee9810257f7042666&keyword=
636,Poster Session : PS-1551 ; COPD : Comorbidities in Obstructive Lung Disease in Korea; Data from the Fourth and Fifth Korean National Health and Nutrition Examination Survey,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=25aa1a3b8cf594ca7f7a54760bb41745&keyword=
637,Increased Prevalence of Asthma among Korean Adults: an Analysis of KNHANES I and IV Data,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3426dda6f8ba7c72ffe0bdc3ef48d419&keyword=
638,Increased prevalence of cerebral infarction in patients with atopic dermatitis and Low economic status : DATA from KNHANES IV,2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ce22c602ca4ed70cffe0bdc3ef48d419&keyword=
639,The Usefulness of Non-invasive Liver Stiffness measurement in Prediction of Clinically Significant Portal Hypertension in Cirrhotic Patients: Korean Data (초),2010,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=75aaf8a9379194b2ffe0bdc3ef48d419&keyword=
640,Stratification and Health Status of the Elderly COPD: A Population Based Study from Korean NHANES 1997-2000 Data,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=63fc0ab811609d3bffe0bdc3ef48d419&keyword=
641,포스타 전시 발표 : 혈액종양 ; 다발성골수종 환자에서 염색체 이상에 따른 치료반응 및 생존기간에 대한 분석 (Preliminary data),2001,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=0ceb6276a4bc58d1ffe0bdc3ef48d419&keyword=
642,F-25 : Free Paper Presentation ; Clinical Characteristics of Obstructive Lung Disease in Nonsmokers in Korea: Nation-wide Survey Data from the Fourth and Fifth Korean National Health and Nutrition Examination Survey (KNHANES IV and V),2013,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f596c98b514f1047ffe0bdc3ef48d419&keyword=
643,Editorial : Initial Steps to Prevent Nonsteroidal Anti-Inflammatory Drug- or Aspirin-Induced Enteropathy: Long-Term Outcome Data,2015,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ae5035b2c7588cc14884a65323211ff0&keyword=
644,Original Article : Tenofovir disoproxil fumarate monotherapy for nucleos(t)ide-naive chronic hepatitis B patients in Korea: data from the clinical practice setting in a single-center cohort,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fce251261d6dc402e9810257f7042666&keyword=
645,"Obstetrics & Gynecology Science : Original Articles ; Type-specific prevalence of high-risk human papillomavirus by cervical cytology and age: Data from the health check-ups of 7,014 Korean women",2013,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fe060db137596d34ffe0bdc3ef48d419&keyword=
646,P-90 Blocking beta adrenergic signaling may be a target for overcoming EGFR TKI resistance - preliminary data,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=50a03dbbdcb47626b36097776a77e665&keyword=
647,PKD2 mutation in an Iranian autosomal dominant polycystic kidney disease family with misleading linkage analysis data,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=099c9823d8aa49224884a65323211ff0&keyword=
648,Plenary Session 1 : PS-1-4 ; Entecavir+adefovir versus lamivudine+adefovir or entecavir alone in lamivudine-resistant chronic hepatitis B: 96-week data from the define study,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9bf1b398a9508d06ffe0bdc3ef48d419&keyword=
649,Plenary Session 1 : PS-1-4 ; Entecavir+adefovir versus lamivudine+adefovir or entecavir alone in lamivudine-resistant chronic hepatitis B: 96-week data from the define study,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a8ce5c206fe894eb7f7a54760bb41745&keyword=
650,Poster Session : PS 1502 ; Rheumatology : Cross-Cultural Validation of Multi-Dimensional Health Assessment Questionnaire (MDHAQ) and Routine Assessment of Patient index Data (RAPID) in Korean Rheumatoid Arthritis Patients,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=feba9d3e1e9070b8e9810257f7042666&keyword=
651,Original Article : The usefulness of non-invasive liver stiffness measurements  in predicting clinically significant portal hypertension in cirrhotic patients: Korean data,2013,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f27c300ff4f7d0f3ffe0bdc3ef48d419&keyword=
652,Original Article : HBsAg level and clinical course in patients with chronic hepatitis B treated with nucleoside analogue: five years of follow-up data,2013,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1e5dd228c6554318ffe0bdc3ef48d419&keyword=
653,Poster Session : PS 0292 ; Geriatrics : Interactive Effects of Age and 24-Hour Blood Pressure Variability on Left Ventricular Hypertrophy; Data from the Korean Ambulatory Blood Pressure (KOR-ABP) Registry,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=846f722adcb9a0d7b36097776a77e665&keyword=
654,Nicotine- and methamphetamine-induced dopamine release evaluated with in-vivo binding of radiolabelled raclopride to dopamine D2 receptors: comparison with in-vivo microdialysis data,2009,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=18fcb34bcac8a0037f7a54760bb41745&keyword=
655,Basic : The change in age of hepatitis B virus e antigen seroconversion in Korean chronic hepatitis B patients: recent data (초),2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=168ca752e9d633f6ffe0bdc3ef48d419&keyword=
656,Healthcare Costs for Chronic Hepatitis C in South Korea from 2009 to 2013: An Analysis of the National Health Insurance Claims’ Data,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e20fb8f9b3a75ea0b36097776a77e665&keyword=
657,Poster Session : PS 0340 ; Epidemiology and Public Health : Epidemiology of Pneumococcal Community-Acquired Pneumonias in Different Age Groups on Data of the Far East of Russia,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=be2eaf50ad3e8f2147de9c1710b0298d&keyword=
658,방문건강관리사업 효율성 평가를 위한 방법론적 접근 : 자료포락분석법(Data Envelopment Analysis)의 적용,2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=604f2139878c5858ffe0bdc3ef48d419&keyword=
659,Workplace Violence and Gender Equality : Country Level Data in European Countries and Korea,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=55d4e5d7c7b64a057f7a54760bb41745&keyword=
660,지역사회 정신보건사업기관의 효율성 평가 : 비율분석과 자료포락분석 방법을 적용하여 Analysis and Data Envelopment Analysis(DEA),2000,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f8c3b4458df2e5d9&keyword=
661,태권에어로빅이 중년 비만여성의 비만지표 및 심혈관질환 위험인자에 미치는 영향,2007,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fc24c08971ee40a0ffe0bdc3ef48d419&keyword=
662,모빅 캡슐(멜록시캄 7.5㎎)에 대한 멜락스 캡슐의 생물학적동등성,2004,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=8896620b57929e3fffe0bdc3ef48d419&keyword=
663,Application of artificial intelligence in toxicopathology,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a8eee338c59898e6e9810257f7042666&keyword=
664,"과학 기술이 인간을 진화시키고, 대체할 수 있을 것인가",2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=0abbf30d36195412b36097776a77e665&keyword=
665,"영화 ‘그녀〈Her〉’속 사만다의 여성성과 사랑의 관계, 그리고 물품성애증",2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f14ec6cde779cf887ecd42904f0c5d65&keyword=
666,"사람과 대화하는 챗봇 기술, 어디까지 왔나",2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=4972c4b6f238819f7ecd42904f0c5d65&keyword=
667,"모든 것이 연결된 정보화 시대, 정보처리 기술 뇌교육",2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=11054f218937621a7ecd42904f0c5d65&keyword=
668,"[브레인 뉴스] 뇌과학, 뇌교육, 뇌산업 관련 소식",2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3dd3d8566271561eb36097776a77e665&keyword=
669,"유전학・유전체학의 발달과 그에 따른 미래 의학, 윤리, 법과 사회 변동 예측",2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a7536c1b9281ed027ecd42904f0c5d65&keyword=
670,"[〈브레인〉뉴스] 뇌과학, 뇌교육, 뇌산업 관련 소식",2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2867f603ff887d96e9810257f7042666&keyword=
671,"[Interview 2] 미래학자, 정지훈, 경희사이버大 IT디자인융합학부 교수",2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fc998fb3124fb49d6aae8a972f9116fb&keyword=
672,"[뇌교육 현장 속으로] 2018 뇌교육 융합 심포지엄, 인간 고유 역량으로서 뇌교육의 미래 가치 모색",2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=11c921c1692a9f67d18150b21a227875&keyword=
673,Special Lectures-Health Care Innovation and Service Design : How to Implement the Digital Medicine in the Future,2015,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c7b93fef2509785c4884a65323211ff0&keyword=
674,제4차 산업혁명과 미래 의료계의 변화,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3ee2b90dddfbd1d9b36097776a77e665&keyword=
675,4차 산업혁명의 기회요인과 작업치료사의 역할,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=07d44e9cc2188ed0b36097776a77e665&keyword=
676,신경외과적 뇌종양 진단과 치료를 위한 자기공명영상의 심층 학습 기법,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6a23f3b4dd10ab97c85d2949c297615a&keyword=
677,헤겔의 세계의 밤과 사이버자아,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f4e4fff7534ef7fd6aae8a972f9116fb&keyword=
678,컴퓨터-보조 임플란트 수술에 대한 고찰: 네비게이션 수술 시스템 vs. 컴퓨터가이드 임플란트 템플릿 vs. 수술 로봇,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c5f0c83366e5a524c85d2949c297615a&keyword=
679,4차 산업혁명 시대의 윤리적 이슈와대학의 생명윤리교육 방향 제고,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6fb2a4a73ddb46d57f7a54760bb41745&keyword=
680,최대강도투사를 이용한 관찰 위치와 거리에 최적화 된 입체 자기공명 뇌 혈관영상 재구성,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ac0ae1b2d3682dc97f7a54760bb41745&keyword=
681,Analysis of Vision Acuity (V.A.) using Artificial Intelligence (A.I.): Comparison of Machine Learning Models and Proposition of an Optimized Model,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3d4d94d90048bd9e7ecd42904f0c5d65&keyword=
682,정신건강 분야에서의 모바일 헬스(mobile health),2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6ca2b037c2b030cfb7998d826d417196&keyword=
683,쉬어-왑 분해를 이용한 블록 기반의 볼륨 렌더링 기법,2000,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=554022ffc92aefea6aae8a972f9116fb&keyword=
684,3T Multi Voxel Spectroscopy에서 SENSE와 NEX 변화에 따른 정상인 뇌 대사물질 변화 분석,2008,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=43052ab973cb264c6aae8a972f9116fb&keyword=
685,Micro-CT 시스템에서 제한된 조건의 Total Variation (TV) Minimization을 이용한 영상화질 평가,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f92d73ad5f34e30bc85d2949c297615a&keyword=
686,원형 근전도 센서 어레이 시스템의 센서 틀어짐에 강인한 손 제스쳐 인식,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=311552af26d2825ac85d2949c297615a&keyword=
687,3D OSEM 재구성 법에서 반복연산(Iteration) 횟수와 부분집합(Subset) 개수 변경에 따른 영상의 질 평가,2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=13e441268403b8ccb36097776a77e665&keyword=
688,유전자 기능 분석을 위한 바이오인포매틱스 기법 소개,2004,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=bbd5050508107cedffe0bdc3ef48d419&keyword=
